cell	artifact_annotation	outlier	region	instance	area	eccentricity	major_axis_length	minor_axis_length	perimeter	centroid_y	centroid_x	convex_area	equivalent_diameter	major_minor_axis_ratio	perim_square_over_area	major_axis_equiv_diam_ratio	convex_hull_resid	centroid_dif	area_nucleus	eccentricity_nucleus	major_axis_length_nucleus	minor_axis_length_nucleus	perimeter_nucleus	centroid-0_nucleus	centroid-1_nucleus	convex_area_nucleus	equivalent_diameter_nucleus	major_minor_axis_ratio_nucleus	perim_square_over_area_nucleus	major_axis_equiv_diam_ratio_nucleus	convex_hull_resid_nucleus	centroid_dif_nucleus	nucleus	region_annotation	distance_to_lumen	segmentation_mask_immune	segmentation_mask_RBC	segmentation_mask_expanded_nucleus	original_segmentation_mask	ilastik_user_label_CD15	ilastik_predicted_class_CD15	ilastik_probability_pos_CD15	ilastik_probability_neg_CD15	ilastik_user_label_CD162	ilastik_predicted_class_CD162	ilastik_probability_pos_CD162	ilastik_probability_neg_CD162	ilastik_user_label_CD2	ilastik_predicted_class_CD2	ilastik_probability_pos_CD2	ilastik_probability_neg_CD2	ilastik_user_label_CD43	ilastik_predicted_class_CD43	ilastik_probability_pos_CD43	ilastik_probability_neg_CD43	ilastik_user_label_CD45RA	ilastik_predicted_class_CD45RA	ilastik_probability_pos_CD45RA	ilastik_probability_neg_CD45RA	ilastik_user_label_CD45RB	ilastik_predicted_class_CD45RB	ilastik_probability_pos_CD45RB	ilastik_probability_neg_CD45RB	ilastik_user_label_CD45	ilastik_predicted_class_CD45	ilastik_probability_pos_CD45	ilastik_probability_neg_CD45	ilastik_user_label_CD57	ilastik_predicted_class_CD57	ilastik_probability_pos_CD57	ilastik_probability_neg_CD57	ilastik_user_label_CD66b	ilastik_predicted_class_CD66b	ilastik_probability_pos_CD66b	ilastik_probability_neg_CD66b	ilastik_user_label_CD8a	ilastik_predicted_class_CD8a	ilastik_probability_pos_CD8a	ilastik_probability_neg_CD8a	ilastik_user_label_HLADR	ilastik_predicted_class_HLADR	ilastik_probability_pos_HLADR	ilastik_probability_neg_HLADR	ilastik_user_label_Syk	ilastik_predicted_class_Syk	ilastik_probability_pos_Syk	ilastik_probability_neg_Syk
1924	Not_assigned	NA	1	1	2213	0.510499544	57.61577533	49.54253903	178.2670273	2415.719837	639.539991	2275	53.08181527	1.162955643	14.36020471	1.085414563	0.027252747	0.005274858	987	0.556652126	39.12055168	32.49922992	117.3969696	2415.918946	638.2654509	1011	35.44978746	1.203737805	13.96357495	1.103548272	0.023738872	0.001507447	TRUE	tunica_adventitia	2578.353109	0	0	1636	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	pos	pos	0.63	0.37	no_user_label	neg	0.23	0.77	no_user_label	neg	0.35	0.65	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0.08	0.92	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0.05	0.95	no_user_label	neg	0.05	0.95
24	Not_assigned	NA	1	1	1947	0.415498117	54.73921326	49.79046206	202.3025612	4098.74114	809.0236261	2335	49.78953096	1.09939155	21.02019839	1.099412109	0.166167024	0.034839191	1286	0.6460668	46.67261357	35.62431319	141.9827561	4097.703733	810.0583204	1391	40.4646272	1.310133709	15.67581883	1.153417609	0.075485262	0.022173743	TRUE	tunica_adventitia	2556.802276	0	0	376	segmentation_mask_expanded_nucleus	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.08	0.92	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	neg	neg	0.04	0.96	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96
15009	Not_assigned	NA	1	1	962	0.524719827	38.09686154	32.43090531	116.3675324	1541.39501	3447.185031	989	34.99794911	1.174708543	14.07630207	1.088545544	0.027300303	0.002206764															FALSE	lumen	0	0	3985	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1
2000	out_of_focus	NA	1	1	1773	0.673380964	55.82986465	41.2747768	161.5391052	415.2205302	886.358714	1832	47.51266897	1.352638802	14.71792584	1.175052167	0.03220524	0.005906201	767	0.559851845	34.51930642	28.60244634	102.4264069	412.1929596	887.1851369	787	31.25019569	1.206865525	13.67818621	1.104610888	0.025412961	0.004614262	TRUE	tunica_media	2535.944188	0	0	1616	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.07	0.93	no_user_label	neg	0	1	no_user_label	neg	0.07	0.93	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99
11841	Not_assigned	NA	1	1	855	0.551805746	36.4577216	30.40474352	113.3969696	1045.391813	3499.078363	891	32.99423905	1.199080058	15.03961722	1.104972342	0.04040404	0.004505446															FALSE	lumen	0	0	1121	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
13489	Not_assigned	NA	1	1	632	0.664014793	33.8447571	25.30638268	104.01829	1296.363924	3427.745253	697	28.3670124	1.337400036	17.11994406	1.19310263	0.093256815	0.023160394															FALSE	lumen	0	0	2449	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.09	0.91	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1
5396	Not_assigned	NA	1	1	873	0.866570613	50.91561766	25.40966705	140.4680374	3313.264605	677.906071	1094	33.33973789	2.003789249	22.60168332	1.527175103	0.202010969	0.055785409	755	0.815227881	43.06363988	24.93988986	123.9827561	3316.058278	676.4317881	865	31.00477151	1.726697276	20.35989907	1.388935889	0.12716763	0.04393784	TRUE	tunica_adventitia	2523.275464	0	0	5188	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.17	0.83	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1
2211	Not_assigned	NA	1	1	365	0.898550827	35.71304496	15.67336512	92.42640687	763.1890411	6368.205479	449	21.55765372	2.278581829	23.40449503	1.656629493	0.187082405	0.025935862															FALSE	tunica_adventitia	2792.930128	147	0	0	segmentation_mask_immune	no_user_label	neg	0.02	0.98	no_user_label	neg	0.27	0.73	no_user_label	neg	0.11	0.89	no_user_label	neg	0.11	0.89	no_user_label	neg	0.05	0.95	no_user_label	neg	0.1	0.9	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1
7444	Not_assigned	NA	1	1	2811	0.884749868	88.1689061	41.09254402	219.6223664	3674.902882	1015.249733	2913	59.82538224	2.145618097	17.15901238	1.473770878	0.035015448	0.004423151	1040	0.953372047	67.56243155	20.39017384	153.6812409	3674.525	1015.8625	1128	36.38913473	3.313479919	22.70954211	1.856664965	0.078014184	0.012755104	TRUE	tunica_media	2238.890291	0	0	6644	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.08	0.92	no_user_label	neg	0	1	no_user_label	neg	0.09	0.91	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.1	0.9	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1
6306	Not_assigned	NA	1	1	1893	0.758824638	61.35095577	39.95757038	171.9238816	1042.470681	5863.102483	1972	49.09422021	1.535402558	15.61427419	1.249657404	0.040060852	0.008565047	783	0.885531444	46.49891524	21.60244028	118.6040764	1039.890166	5865.394636	829	31.57446062	2.152484378	17.96542393	1.472674887	0.05548854	0.011802136	TRUE	tunica_media	2286.405964	0	0	5234	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.11	0.89	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0.01	0.99	no_user_label	neg	0.06	0.94	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
1459	Not_assigned	NA	1	1	1338	0.751175956	52.84553651	34.88344566	157.4386002	1613.163677	6505.969357	1593	41.27462309	1.514917334	18.52534591	1.280339651	0.16007533	0.06260259	557	0.629238397	30.39540365	23.62368315	88.66904756	1616.901257	6503.928187	579	26.63070458	1.28664965	14.11526031	1.141366859	0.037996546	0.00074505	TRUE	tunica_adventitia	2838.90201	0	0	1203	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.08	0.92	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0.01	0.99
16545	Not_assigned	NA	1	1	730	0.310574003	31.68621168	30.11930328	103.6629509	1716.547945	3247.191781	765	30.48712626	1.052023395	14.72055807	1.039330877	0.045751634	0.010642852															FALSE	lumen	0	0	5649	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
3606	Not_assigned	NA	1	1	2696	0.674508216	68.22613393	50.36912648	198.5512986	2685.596439	5410.087166	2756	58.588854	1.354522873	14.62263285	1.164489989	0.021770682	0.000477902	1165	0.787399111	49.11042738	30.27380579	132.6101731	2685.861803	5409.885837	1200	38.51394643	1.622208576	15.09481373	1.275133606	0.029166667	0.002295351	TRUE	tunica_media	1872.182758	0	0	2582	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.09	0.91	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0.11	0.89	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0	1
2068	Not_assigned	NA	1	1	1714	0.615566405	52.82373004	41.6295904	156.5685425	2471.22112	687.5828471	1758	46.71544263	1.268898625	14.30204697	1.130755208	0.025028441	0.001659218	657	0.818508183	38.43553011	22.08101483	99.84062043	2468.569254	687.2100457	681	28.92262749	1.740659585	15.17222144	1.328908659	0.035242291	0.004882851	TRUE	tunica_media	2540.357849	0	0	1796	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	neg	neg	0.02	0.98	neg	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0.06	0.94	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.04	0.96	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
12257	Not_assigned	NA	1	1	801	0.67834366	38.45301804	28.25315394	114.4974747	1132.499376	3408.014981	851	31.93532332	1.361016831	16.36663135	1.204090457	0.058754407	0.007225952															FALSE	lumen	0	0	1553	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
7669	Not_assigned	NA	1	1	2062	0.549236805	56.27726282	47.0290378	173.4386002	3442.103783	2530.891853	2132	51.23885187	1.19664925	14.58823862	1.098331847	0.032833021	0.004333392	907	0.278316239	35.10208739	33.71518621	117.6396103	3442.196251	2533.392503	948	33.98276426	1.041135801	15.25807929	1.032937966	0.043248945	0.004692157	TRUE	intima	714.124869	0	0	6453	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.06	0.94	no_user_label	neg	0	1	no_user_label	neg	0.06	0.94	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0.09	0.91	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.13	0.87	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
17025	Not_assigned	NA	1	1	578	0.888227835	46.28625674	21.26405513	123.6751442	1782.757785	3378.371972	846	27.12807507	2.176737055	26.46287421	1.706212351	0.31678487	0.10622124															FALSE	lumen	0	0	6161	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
5252	Not_assigned	NA	1	1	2441	0.809930048	73.32099052	43.00470287	196.6101731	3285.285539	900.2961901	2545	55.74923971	1.704952845	15.83595254	1.315192654	0.04086444	0.004453335	1086	0.848526138	51.75254179	27.38503697	137.0538239	3285.701657	902.4180479	1173	37.18518718	1.889810916	17.2962713	1.391751547	0.074168798	0.014848672	TRUE	tunica_media	2299.729077	0	0	5060	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0.03	0.97	no_user_label	neg	0.04	0.96	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.07	0.93	no_user_label	neg	0	1
1767	Not_assigned	NA	1	1	4370	0.928261229	128.0505463	47.62569618	305.6051224	3942.218307	6229.917391	4981	74.5926056	2.688686078	21.37173704	1.716665415	0.122666131	0.033355972	2361	0.953558088	102.2611074	30.80198466	239.3208512	3940.344769	6230.343922	2539	54.8280819	3.319951898	24.25856409	1.865122833	0.070106341	0.012075351	TRUE	tunica_adventitia	3066.832948	0	0	1831	segmentation_mask_expanded_nucleus	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.08	0.92	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1
4500	acquisition_bleaching	NA	1	1	2684	0.652796438	68.09418429	51.58361707	204.1076477	3121.564083	589.7783159	2760	58.45831795	1.320073856	15.52158415	1.16483311	0.027536232	0.003218779	1742	0.717860004	56.80498237	39.54691785	165.7523087	3121.613662	595.6016073	1805	47.09546992	1.436394679	15.77142815	1.20616659	0.034903047	0.004003084	TRUE	tunica_adventitia	2607.546412	0	0	4324	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.26	0.74	no_user_label	neg	0.04	0.96	no_user_label	neg	0.03	0.97	no_user_label	neg	0.03	0.97	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98
14017	Not_assigned	NA	1	1	896	0.859795306	48.00289902	24.51214497	129.2964646	1403.587054	3295.787946	1003	33.77606597	1.958331231	18.65800865	1.421210483	0.10667996	0.001780735															FALSE	lumen	0	0	2977	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.19	0.81	no_user_label	neg	0.04	0.96	no_user_label	neg	0.04	0.96	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1
15329	Not_assigned	NA	1	1	891	0.423976177	35.84011105	32.45943313	115.390873	1572.624018	3380.590348	941	33.68169287	1.104150861	14.94394339	1.064082829	0.053134963	0.009265145															FALSE	lumen	0	0	4321	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
18385	Not_assigned	NA	1	1	1162	0.605296338	44.57827031	35.48431279	138.4680374	1967.160069	3494.703098	1228	38.46432569	1.256281066	16.50034199	1.158951041	0.053745928	0.004396912															FALSE	lumen	0	0	7617	0	segmentation_mask_RBC	neg	neg	0	1	neg	neg	0	1	no_user_label	neg	0	1	neg	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	neg	neg	0	1	neg	neg	0.04	0.96	no_user_label	neg	0.02	0.98	neg	neg	0.01	0.99
2608	acquisition_bleaching	NA	1	1	2171	0.936720339	92.28183792	32.30589398	225.8233765	564.1920774	1392.45555	2470	52.57568879	2.856501602	23.48972702	1.75521881	0.121052632	0.033087507	1207	0.953616178	72.43867707	21.80586893	173.0893578	558.5434963	1391.302403	1275	39.20204243	3.321980761	24.82181092	1.847829158	0.053333333	0.008601684	TRUE	Not_assigned	2010.117363	0	0	2240	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.18	0.82	no_user_label	neg	0.05	0.95	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1
16209	Not_assigned	NA	1	1	1129	0.807979206	50.2320785	29.59729322	137.882251	1690.247121	3530.458813	1184	37.91421166	1.697184878	16.83925167	1.324887853	0.046452703	0.006315481															FALSE	lumen	0	0	5249	0	segmentation_mask_RBC	neg	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0.02	0.98	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1
14785	Not_assigned	NA	1	1	734	0.800386938	40.99244951	24.57430675	119.1543289	1506.429155	3567.489101	852	30.57053853	1.66810197	19.34298924	1.340913555	0.138497653	0.029432607															FALSE	lumen	0	0	3745	0	segmentation_mask_RBC	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.21	0.79	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1
11793	Not_assigned	NA	1	1	1253	0.528310954	43.6176542	37.03361126	135.9827561	1043.977654	3567.988029	1291	39.94207242	1.177785604	14.75762964	1.092022811	0.029434547	0.003540493															FALSE	lumen	0	0	1073	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
13061	acquisition_bleaching	NA	1	1	541	0.67269114	31.57264205	23.3613365	105.0477272	2148.408503	3522.075786	658	26.24542996	1.351491258	20.3974584	1.202976751	0.17781155	0.020404452															FALSE	lumen	0	0	1189	0	segmentation_mask_RBC	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
2676	Not_assigned	NA	1	1	1511	0.62936323	49.85259505	38.74101343	145.6396103	2624.465255	633.6406353	1554	43.86188496	1.28681701	14.03765459	1.136581228	0.027670528	0.000484707	440	0.785212979	30.29249941	18.75789686	81.35533906	2624.327273	633.3363636	461	23.66908109	1.614919819	15.04247999	1.279834198	0.045553145	0.002185366	TRUE	tunica_adventitia	2589.797714	0	0	2420	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.07	0.93	neg	neg	0	1	no_user_label	neg	0.06	0.94	neg	neg	0	1	no_user_label	neg	0.32	0.68	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	neg	neg	0.04	0.96
18161	Not_assigned	NA	1	1	708	0.80748295	39.69023282	23.41290756	108.5685425	1932.048023	3239.079096	742	30.02421685	1.695228699	16.64848647	1.321940652	0.045822102	0.009944194															FALSE	lumen	0	0	7377	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1
11714	Not_assigned	NA	1	1	662	0.804248558	38.35145847	22.79200611	108.2253967	1164.037764	5764.68429	733	29.03247455	1.682671472	17.69295544	1.32098483	0.09686221	0.013638351															FALSE	tunica_media	2182.353452	0	562	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1
11601	Not_assigned	NA	1	1	949	0.671162792	41.20797233	30.54788172	124.5685425	1018.311907	3515.682824	1009	34.76067214	1.348963333	16.35123475	1.185476856	0.059464817	0.00959681															FALSE	lumen	0	0	977	0	segmentation_mask_RBC	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
1283	Not_assigned	NA	1	1	1726	0.880471396	69.82768957	33.10525689	176.7106781	1413.89803	6603.609502	1927	46.8786887	2.109262883	18.0919257	1.489540162	0.104307213	0.023943422	724	0.910988007	47.88149965	19.7479031	114.1837662	1412.357735	6600.33011	779	30.36157819	2.424637157	18.00819401	1.577042516	0.070603338	0.002683394	TRUE	tunica_adventitia	2959.079501	0	0	995	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.04	0.96	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1
5414	acquisition_bleaching	NA	1	1	2606	0.689885001	67.75865005	49.05177263	192.4091629	3074.27782	5444.157713	2657	57.60262367	1.381370059	14.20617267	1.176311871	0.01919458	0.000914508	1085	0.792564066	47.70993012	29.09297405	127.0538239	3074.36129	5444.020276	1113	37.16806298	1.639912442	14.8780407	1.283627025	0.025157233	0.002759102	TRUE	tunica_media	2071.115842	0	0	4246	segmentation_mask_expanded_nucleus	no_user_label	neg	0.01	0.99	no_user_label	neg	0.06	0.94	no_user_label	neg	0	1	no_user_label	neg	0.06	0.94	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0	1
9520	Not_assigned	NA	1	1	2363	0.928180424	92.09912655	34.27289292	226.1665222	1902.000423	689.7723233	2526	54.85129938	2.687229431	21.64676081	1.679069185	0.064528899	0.00458858	843	0.889693933	48.83459338	22.29579741	119.8406204	1903.265718	687.2514828	880	32.76188237	2.190304858	17.0365057	1.490591805	0.042045455	0.003301128	TRUE	tunica_adventitia	2483.78163	8096	0	0	segmentation_mask_immune	no_user_label	neg	0	1	pos	pos	0.96	0.04	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0.11	0.89	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	pos	pos	0.81	0.19	pos	pos	0.77	0.23
679	Not_assigned	NA	1	1	2375	0.771084143	69.37624603	44.17416331	196.6101731	2378.605474	6525.689684	2469	54.99039842	1.570516357	16.27602533	1.261606535	0.038072094	0.004187708	1130	0.853714123	53.78102155	28.00603492	144.5685425	2377.50354	6530.084071	1238	37.93099901	1.920336874	18.4956314	1.417864622	0.08723748	0.018861321	TRUE	tunica_adventitia	2879.419932	0	0	791	segmentation_mask_expanded_nucleus	no_user_label	neg	0.01	0.99	no_user_label	neg	0.04	0.96	no_user_label	neg	0.02	0.98	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.1	0.9	neg	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1
